label,Date,CValue
Over five years through 15 years,2022-06-30,[-8.696e+09]
Over five years through 15 years,2023-03-31,[6.7061e+10]
Over five years through 15 years,2005-03-31,[2.0276e+10]
Over five years through 15 years,2007-03-31,[1.468e+10]
Over five years through 15 years,2010-03-31,[1.4526e+10]
Over five years through 15 years,2011-03-31,[1.4889e+10]
Over five years through 15 years,2012-03-31,[1.6455e+10]
Over five years through 15 years,2014-03-31,[2.449e+10]
Over five years through 15 years,2015-03-31,[2.7493e+10]
Over five years through 15 years,2016-03-31,[3.2954e+10]
Over five years through 15 years,2017-03-31,[4.1937e+10]
Over five years through 15 years,2018-03-31,[4.5545e+10]
Over five years through 15 years,2019-03-31,[4.2838e+10]
Over five years through 15 years,2020-03-31,[4.0451e+10]
Over five years through 15 years,2021-03-31,[4.3424e+10]
Over five years through 15 years,2022-03-31,[4.7478e+10]
Over five years through 15 years,2023-03-31,[4.9384e+10]
Over 15 years,2008-12-31,[-6.298e+09]
Over 15 years,2014-03-31,[2.6556e+10]
Over 15 years,2015-03-31,[3.4651e+10]
Over 15 years,2016-03-31,[3.5755e+10]
Over 15 years,2017-03-31,[3.5305e+10]
Over 15 years,2018-03-31,[3.5022e+10]
Over 15 years,2019-03-31,[3.3031e+10]
Over 15 years,2020-03-31,[3.9593e+10]
Over 15 years,2021-03-31,[3.0744e+10]
Over 15 years,2022-03-31,[2.4136e+10]
Over 15 years,2023-03-31,[2.3055e+10]
Over 15 years,2002-03-31,[2.3452e+10]
Over 15 years,2003-03-31,[3.764e+10]
Over 15 years,2003-09-30,[-1.3804e+10]
Over 15 years,2003-12-31,[-8.47e+09]
Over 15 years,2004-03-31,[3.1007e+10]
Over 15 years,2005-03-31,[3.7268e+10]
Over 15 years,2005-06-30,[-1.3825e+10]
Over 15 years,2006-03-31,[3.6003e+10]
Over 15 years,2007-03-31,[7.6401e+10]
Over 15 years,2007-12-31,[-1.1432e+10]
Over 15 years,2008-03-31,[6.6415e+10]
Over 15 years,2009-03-31,[1.39315e+11]
Over 15 years,2009-12-31,[-2.655e+10]
Over 15 years,2010-03-31,[1.12186e+11]
Over 15 years,2010-06-30,[-1.8937e+10]
Over 15 years,2010-12-31,[-2.3849e+10]
Over 15 years,2011-03-31,[7.0516e+10]
Over 15 years,2011-09-30,[-7.929e+09]
Over 15 years,2012-03-31,[5.9502e+10]
Over 15 years,2013-03-31,[7.0318e+10]
Over 15 years,2014-03-31,[7.5672e+10]
Over 15 years,2015-03-31,[8.4146e+10]
Over 15 years,2016-03-31,[7.5196e+10]
Over 15 years,2017-03-31,[8.1175e+10]
Over 15 years,2018-03-31,[8.0361e+10]
Over 15 years,2019-03-31,[8.1595e+10]
Over 15 years,2019-06-30,[1.7976e+10]
Over 15 years,2019-09-30,[1.8013e+10]
Over 15 years,2020-03-31,[1.66786e+11]
Over 15 years,2020-09-30,[-1.3585e+10]
Over 15 years,2020-12-31,[2.1093e+10]
Over 15 years,2021-03-31,[1.79667e+11]
Over 15 years,2021-06-30,[-3.068e+10]
Over 15 years,2022-03-31,[1.59242e+11]
Over 15 years,2022-06-30,[-7.564e+09]
Over 15 years,2022-09-30,[-1.2691e+10]
Over 15 years,2023-03-31,[1.49982e+11]
Over 15 years,2003-12-31,[-8.32e+09]
Over 15 years,2005-03-31,[2.1634e+10]
Over 15 years,2006-03-31,[2.4297e+10]
Over 15 years,2007-03-31,[2.7598e+10]
Over 15 years,2008-03-31,[2.1019e+10]
Over 15 years,2008-09-30,[1.7161e+10]
Over 15 years,2009-03-31,[3.6323e+10]
Over 15 years,2010-03-31,[2.8465e+10]
Over 15 years,2011-03-31,[4.3907e+10]
Over 15 years,2012-03-31,[4.5937e+10]
Over 15 years,2013-03-31,[5.3898e+10]
Over 15 years,2014-03-31,[6.212e+10]
Over 15 years,2015-03-31,[8.1618e+10]
Over 15 years,2016-03-31,[1.27439e+11]
Over 15 years,2017-03-31,[1.4078e+11]
Over 15 years,2018-03-31,[1.54442e+11]
Over 15 years,2019-03-31,[1.51682e+11]
Over 15 years,2019-06-30,[-7.943e+09]
Over 15 years,2019-09-30,[-1.3714e+10]
Over 15 years,2020-03-31,[1.29401e+11]
Over 15 years,2021-03-31,[1.38136e+11]
Over 15 years,2022-03-31,[1.46555e+11]
Over 15 years,2023-03-31,[1.4795e+11]
Three years or less,2009-09-30,[1.2415e+10]
Three years or less,2009-12-31,[-6.901e+09]
Three years or less,2010-03-31,[1.2349e+10]
Three years or less,2011-03-31,[9.806e+09]
Three years or less,2012-03-31,[5.1971e+10]
Three years or less,2012-06-30,[-9.306e+09]
Three years or less,2012-12-31,[7.568e+09]
Three years or less,2013-03-31,[4.8703e+10]
Three years or less,2014-03-31,[5.2575e+10]
Three years or less,2014-12-31,[-4.776e+09]
Three years or less,2015-03-31,[3.6314e+10]
Three years or less,2015-12-31,[-6.329e+09]
Three years or less,2016-03-31,[2.1645e+10]
Three years or less,2016-09-30,[-5.056e+09]
Three years or less,2017-03-31,[1.156e+10]
Three years or less,2021-03-31,[1.0953e+10]
Three years or less,2022-03-31,[1.4825e+10]
Three years or less,2023-03-31,[1.0416e+10]
Over three years,2006-12-31,[-2.826e+09]
Over three years,2008-03-31,[7.38e+09]
Over three years,2009-03-31,[2.1703e+10]
Over three years,2009-09-30,[-1.2549e+10]
Over three years,2010-03-31,[2.8409e+10]
Over three years,2010-06-30,[1.2617e+10]
Over three years,2010-09-30,[1.1295e+10]
Over three years,2011-03-31,[6.5984e+10]
Over three years,2011-12-31,[8.532e+09]
Over three years,2012-03-31,[3.7895e+10]
Over three years,2012-12-31,[-9.08e+09]
Over three years,2013-03-31,[2.2112e+10]
Over three years,2013-06-30,[-7.946e+09]
Over three years,2014-03-31,[1.2889e+10]
Over three years,2015-03-31,[1.9275e+10]
Over three years,2016-03-31,[1.8146e+10]
Over three years,2017-03-31,[1.5499e+10]
Over three years,2018-03-31,[1.1907e+10]
Over three years,2018-09-30,[-2.747e+09]
Over three years,2019-03-31,[9.031e+09]
Over three years,2020-03-31,[1.3413e+10]
Over three years,2020-09-30,[-3.923e+09]
Over three years,2021-03-31,[1.0688e+10]
Over three years,2022-03-31,[1.0831e+10]
Over three years,2023-03-31,[1.8081e+10]
Over three years,2020-03-31,[6.436e+09]
Over three years,2021-03-31,[6.179e+09]
Over three years,2022-03-31,[4.996e+09]
Interest rate swaps where the bank has agreed to pay a fixed rate,2002-03-31,[4.0895e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2006-09-30,[-1.6284e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2012-03-31,[4.2938e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2013-03-31,[3.4576e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2015-12-31,[1.30564e+11]
Interest rate swaps where the bank has agreed to pay a fixed rate,2016-03-31,[1.6751e+11]
Interest rate swaps where the bank has agreed to pay a fixed rate,2016-06-30,[-5.7947e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2017-03-31,[1.0038e+11]
Interest rate swaps where the bank has agreed to pay a fixed rate,2017-06-30,[-2.4517e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2018-03-31,[4.9738e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2019-03-31,[6.5439e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2019-09-30,[5.3417e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2020-03-31,[1.16784e+11]
Interest rate swaps where the bank has agreed to pay a fixed rate,2021-03-31,[9.725e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2021-06-30,[-1.9486e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2022-03-31,[7.1452e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2022-12-31,[3.8955e+10]
Interest rate swaps where the bank has agreed to pay a fixed rate,2023-03-31,[1.72753e+11]
Estimated fair value of mortgage servicing assets,2002-03-31,[6.918e+09]
Estimated fair value of mortgage servicing assets,2002-09-30,[-2.083e+09]
Estimated fair value of mortgage servicing assets,2004-03-31,[4.189e+09]
Estimated fair value of mortgage servicing assets,2008-03-31,[8.419e+09]
Estimated fair value of mortgage servicing assets,2008-06-30,[2.511e+09]
Estimated fair value of mortgage servicing assets,2008-09-30,[5.488e+09]
Estimated fair value of mortgage servicing assets,2008-12-31,[-7.182e+09]
Estimated fair value of mortgage servicing assets,2009-03-31,[1.0486e+10]
Estimated fair value of mortgage servicing assets,2009-06-30,[3.944e+09]
Estimated fair value of mortgage servicing assets,2010-03-31,[1.5343e+10]
Estimated fair value of mortgage servicing assets,2010-06-30,[-3.67e+09]
Estimated fair value of mortgage servicing assets,2010-09-30,[-1.543e+09]
Estimated fair value of mortgage servicing assets,2011-03-31,[1.2881e+10]
Estimated fair value of mortgage servicing assets,2011-09-30,[-4.41e+09]
Estimated fair value of mortgage servicing assets,2014-03-31,[8.552e+09]
Estimated fair value of mortgage servicing assets,2021-03-31,[4.47e+09]
Estimated fair value of mortgage servicing assets,2022-03-31,[7.294e+09]
Other financial assets (includes home equity lines),2007-03-31,[3.37557e+11]
Other financial assets (includes home equity lines),2008-03-31,[3.66231e+11]
Other financial assets (includes home equity lines),2008-06-30,[5.8076e+10]
Other financial assets (includes home equity lines),2009-03-31,[4.46126e+11]
Other financial assets (includes home equity lines),2011-03-31,[2.84445e+11]
Other financial assets (includes home equity lines),2013-03-31,[2.97231e+11]
Other financial assets (includes home equity lines),2014-03-31,[3.25014e+11]
Other financial assets (includes home equity lines),2015-03-31,[3.74002e+11]
Other financial assets (includes home equity lines),2016-03-31,[3.99778e+11]
Other financial assets (includes home equity lines),2017-03-31,[4.18887e+11]
Other financial assets (includes home equity lines),2018-03-31,[4.58615e+11]
Other financial assets (includes home equity lines),2019-03-31,[5.46429e+11]
Other financial assets (includes home equity lines),2020-03-31,[7.45232e+11]
Other financial assets (includes home equity lines),2020-06-30,[-1.29816e+11]
Other financial assets (includes home equity lines),2020-09-30,[-5.6401e+10]
Other financial assets (includes home equity lines),2021-03-31,[5.25731e+11]
Other financial assets (includes home equity lines),2022-03-31,[6.38269e+11]
Other financial assets (includes home equity lines),2023-03-31,[6.81345e+11]
Loans and leases held for investment,2001-03-31,[1.53867e+11]
Loans and leases held for investment,2001-09-30,[8.696e+09]
Loans and leases held for investment,2001-12-31,[9.383e+09]
Loans and leases held for investment,2002-03-31,[1.6595e+11]
Loans and leases held for investment,2002-09-30,[-6.194e+09]
Loans and leases held for investment,2003-03-31,[1.61345e+11]
Loans and leases held for investment,2003-06-30,[7.701e+09]
Loans and leases held for investment,2003-12-31,[-6.304e+09]
Loans and leases held for investment,2004-03-31,[1.63825e+11]
Loans and leases held for investment,2004-12-31,[1.70227e+11]
Loans and leases held for investment,2005-03-31,[3.43871e+11]
Loans and leases held for investment,2005-09-30,[1.1887e+10]
Loans and leases held for investment,2006-03-31,[3.81159e+11]
Loans and leases held for investment,2006-06-30,[-1.5722e+10]
Loans and leases held for investment,2007-03-31,[3.65576e+11]
Loans and leases held for investment,2007-06-30,[2.6369e+10]
Loans and leases held for investment,2007-09-30,[1.9383e+10]
Loans and leases held for investment,2007-12-31,[2.6662e+10]
Loans and leases held for investment,2008-03-31,[4.63597e+11]
Loans and leases held for investment,2008-09-30,[2.24285e+11]
Loans and leases held for investment,2008-12-31,[-3.7319e+10]
Loans and leases held for investment,2009-03-31,[6.16237e+11]
Loans and leases held for investment,2009-06-30,[-2.6433e+10]
Loans and leases held for investment,2009-09-30,[-1.6784e+10]
Loans and leases held for investment,2009-12-31,[-1.8104e+10]
Loans and leases held for investment,2010-03-31,[5.61948e+11]
Loans and leases held for investment,2010-12-31,[-7.94e+09]
Loans and leases held for investment,2011-03-31,[5.5481e+11]
Loans and leases held for investment,2011-06-30,[1.2493e+10]
Loans and leases held for investment,2011-09-30,[8.268e+09]
Loans and leases held for investment,2011-12-31,[2.3473e+10]
Loans and leases held for investment,2012-03-31,[5.99835e+11]
Loans and leases held for investment,2012-06-30,[1.2526e+10]
Loans and leases held for investment,2012-09-30,[-4.361e+09]
Loans and leases held for investment,2012-12-31,[1.3508e+10]
Loans and leases held for investment,2013-03-31,[6.20336e+11]
Loans and leases held for investment,2013-06-30,[-4.277e+09]
Loans and leases held for investment,2014-03-31,[6.23182e+11]
Loans and leases held for investment,2014-06-30,[1.3862e+10]
Loans and leases held for investment,2014-12-31,[1.002e+10]
Loans and leases held for investment,2015-03-31,[6.59033e+11]
Loans and leases held for investment,2015-06-30,[2.1655e+10]
Loans and leases held for investment,2015-09-30,[2.927e+10]
Loans and leases held for investment,2015-12-31,[2.4582e+10]
Loans and leases held for investment,2016-03-31,[7.55195e+11]
Loans and leases held for investment,2016-06-30,[1.9079e+10]
Loans and leases held for investment,2016-09-30,[1.5126e+10]
Loans and leases held for investment,2017-03-31,[7.88297e+11]
Loans and leases held for investment,2017-06-30,[1.4692e+10]
Loans and leases held for investment,2017-09-30,[8.92e+09]
Loans and leases held for investment,2017-12-31,[1.2585e+10]
Loans and leases held for investment,2018-03-31,[8.3525e+11]
Loans and leases held for investment,2018-06-30,[1.4282e+10]
Loans and leases held for investment,2018-12-31,[1.612e+10]
Loans and leases held for investment,2019-03-31,[8.52193e+11]
Loans and leases held for investment,2019-06-30,[1.01159e+11]
Loans and leases held for investment,2019-09-30,[-1.4946e+10]
Loans and leases held for investment,2019-12-31,[1.768e+10]
Loans and leases held for investment,2020-03-31,[1.013052e+12]
Loans and leases held for investment,2020-06-30,[-4.1004e+10]
Loans and leases held for investment,2020-12-31,[2.6102e+10]
